image_id,image_path,image_filename,split,method,city_name,predicted_class_index,predicted_class_label,predicted_probability,gdino_model_id,sam_model_id,grounding_text_prompt,gdino_box_threshold,gdino_text_threshold,gdino_num_boxes,sam_num_masks,used_full_image_fallback,combined_mask_area,attribution_percentile,threshold_value,attribution_density,attribution_map_height,attribution_map_width,mask_height,mask_width,attribution_mass_inside,attribution_mass_outside,combined_iou,inside_ratio,coverage_ratio,attribution_area,intersection_area,union_area,sam_mask_area,runtime_seconds,status
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000145_pre_disaster_bb27c2c9-4cbc-4442-8b0a-d23f6d78ee6f.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000145_pre_disaster_bb27c2c9-4cbc-4442-8b0a-d23f6d78ee6f.png,Lynn_Haven_Florida-hurricane-michael_00000145_pre_disaster_bb27c2c9-4cbc-4442-8b0a-d23f6d78ee6f.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999688863754272,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,39232,80.0,0.07219900190830232,0.2000123248839407,224,224,241,202,0.7522046453616879,0.24779535463831218,0.16144869787960722,0.6990859607682037,0.17350632137030994,9737,6807,42162,39232,0.69,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000147_pre_disaster_a5629c68-82d8-4289-8b86-231df3a379c3.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000147_pre_disaster_a5629c68-82d8-4289-8b86-231df3a379c3.png,Lynn_Haven_Florida-hurricane-michael_00000147_pre_disaster_a5629c68-82d8-4289-8b86-231df3a379c3.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9988435506820679,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,1415,80.0,0.02785423547029495,0.2,224,224,80,75,0.23568657895541872,0.7643134210445813,0.20119430408819478,0.365,0.30954063604240284,1200,438,2177,1415,0.677,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_8f4c40bc-c436-4ba7-82f5-50d2627708ed.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_8f4c40bc-c436-4ba7-82f5-50d2627708ed.png,Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_8f4c40bc-c436-4ba7-82f5-50d2627708ed.png,holdout,transformer_explainability,Lynn Haven Florida,2,ClayTiles,0.9999903440475464,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,18159,80.0,0.058858033269643784,0.2000339616233656,224,224,78,302,0.7982304665184324,0.20176953348156762,0.19449522118347523,0.7903225806451613,0.20507737210198798,4712,3724,19147,18159,0.67,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_a303b23c-f084-4e32-956b-3df4636d324f.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_a303b23c-f084-4e32-956b-3df4636d324f.png,Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_a303b23c-f084-4e32-956b-3df4636d324f.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.8689858317375183,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,11240,80.0,0.03515692278742791,0.2000355460766018,224,224,121,93,0.9996460370328157,0.00035396296718430507,0.20026690391459076,1.0,0.20026690391459076,2251,2251,11240,11240,0.716,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_f77993e2-1797-42e6-9c6d-2b73010e9ec5.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_f77993e2-1797-42e6-9c6d-2b73010e9ec5.png,Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_f77993e2-1797-42e6-9c6d-2b73010e9ec5.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999388456344604,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,15808,80.0,0.08507181257009507,0.2,224,224,120,133,0.989879333151976,0.010120666848024068,0.19957067996716965,0.9902882205513784,0.19996204453441296,3192,3161,15839,15808,0.746,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_8796dbb0-09b7-482f-b709-7fc94ab32af9.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_8796dbb0-09b7-482f-b709-7fc94ab32af9.png,Lynn_Haven_Florida-hurricane-michael_00000157_pre_disaster_8796dbb0-09b7-482f-b709-7fc94ab32af9.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.999971866607666,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,9811,80.0,0.020629022270441055,0.2000800320128051,224,224,102,98,0.9802483975341927,0.019751602465807306,0.19242806663301362,0.953,0.19427173580674753,2000,1906,9905,9811,0.732,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000188_pre_disaster_3fa8f680-b9c9-479a-a32d-3567bf5637ae.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000188_pre_disaster_3fa8f680-b9c9-479a-a32d-3567bf5637ae.png,Lynn_Haven_Florida-hurricane-michael_00000188_pre_disaster_3fa8f680-b9c9-479a-a32d-3567bf5637ae.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9984254837036133,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,5224,80.0,0.039077035337686535,0.2,224,224,80,68,0.9703483250066552,0.029651674993344746,0.20389090215525463,0.9825367647058824,0.20463246554364473,1088,1069,5243,5224,0.734,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000207_pre_disaster_98a46751-0cc3-442e-903a-f8f8ba6a3a4f.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000207_pre_disaster_98a46751-0cc3-442e-903a-f8f8ba6a3a4f.png,Lynn_Haven_Florida-hurricane-michael_00000207_pre_disaster_98a46751-0cc3-442e-903a-f8f8ba6a3a4f.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9997542500495911,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,837,80.0,0.026950084418058396,0.20007032348804502,224,224,79,72,0.2196725074053593,0.7803274925946407,0.21240024554941683,0.30404217926186294,0.4133811230585424,1138,346,1629,837,0.729,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000211_pre_disaster_60e89634-3265-494b-83e1-bb78d2254ab9.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000211_pre_disaster_60e89634-3265-494b-83e1-bb78d2254ab9.png,Lynn_Haven_Florida-hurricane-michael_00000211_pre_disaster_60e89634-3265-494b-83e1-bb78d2254ab9.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9998193383216858,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,28721,80.0,0.041635488718748094,0.2,224,224,257,120,0.8857039176522213,0.1142960823477787,0.18091659897102627,0.8665693904020753,0.1861007625082692,6168,5345,29544,28721,0.697,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000214_pre_disaster_42f719b3-5cf8-490f-828d-55f2f30bd7b5.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000214_pre_disaster_42f719b3-5cf8-490f-828d-55f2f30bd7b5.png,Lynn_Haven_Florida-hurricane-michael_00000214_pre_disaster_42f719b3-5cf8-490f-828d-55f2f30bd7b5.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999816417694092,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,18979,80.0,0.06613673269748688,0.20004182787828087,224,224,131,146,0.9951261440785998,0.004873855921400253,0.200831973039861,0.9968635650810246,0.20095895463406924,3826,3814,18991,18979,0.684,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000234_pre_disaster_8e92a001-c68d-4759-9dcc-7733549128ba.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000234_pre_disaster_8e92a001-c68d-4759-9dcc-7733549128ba.png,Lynn_Haven_Florida-hurricane-michael_00000234_pre_disaster_8e92a001-c68d-4759-9dcc-7733549128ba.png,holdout,transformer_explainability,Lynn Haven Florida,2,ClayTiles,0.4787501394748688,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,8,8,False,15607,80.0,0.05075047686696057,0.20001281312063554,224,224,129,121,0.9998791140312604,0.00012088596873965476,0.20003844428781956,1.0,0.20003844428781956,3122,3122,15607,15607,0.742,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000240_pre_disaster_f820ae18-6dfc-48bd-9a44-24e261fbfb94.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000240_pre_disaster_f820ae18-6dfc-48bd-9a44-24e261fbfb94.png,Lynn_Haven_Florida-hurricane-michael_00000240_pre_disaster_f820ae18-6dfc-48bd-9a44-24e261fbfb94.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999144077301025,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,6934,80.0,0.03325650319457056,0.2,224,224,73,95,0.9999674158989088,3.2584101091140265e-05,0.2000288433804442,1.0,0.2000288433804442,1387,1387,6934,6934,0.751,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000241_pre_disaster_18740a24-c4fe-482d-8baf-a1046119ca66.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000241_pre_disaster_18740a24-c4fe-482d-8baf-a1046119ca66.png,Lynn_Haven_Florida-hurricane-michael_00000241_pre_disaster_18740a24-c4fe-482d-8baf-a1046119ca66.png,holdout,transformer_explainability,Lynn Haven Florida,9,AmorphousConcrete,0.9966446161270142,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,6086,80.0,0.03809120655059813,0.2,224,224,105,58,0.9990162445934516,0.0009837554065483334,0.1993431855500821,0.9967159277504105,0.19947420308905686,1218,1214,6090,6086,0.772,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000248_pre_disaster_ffb304e9-7e25-4860-a685-041503e4cb76.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000248_pre_disaster_ffb304e9-7e25-4860-a685-041503e4cb76.png,Lynn_Haven_Florida-hurricane-michael_00000248_pre_disaster_ffb304e9-7e25-4860-a685-041503e4cb76.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.999980092048645,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,45646,80.0,0.05458243712782861,0.2,224,224,170,348,0.8372549279136962,0.16274507208630382,0.19778273282347303,0.8021467207572684,0.2079262147833326,11832,9491,47987,45646,0.772,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000248_pre_disaster_3fbf5b53-e93c-481d-987e-1220db57c998.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000248_pre_disaster_3fbf5b53-e93c-481d-987e-1220db57c998.png,Lynn_Haven_Florida-hurricane-michael_00000248_pre_disaster_3fbf5b53-e93c-481d-987e-1220db57c998.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999798536300659,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,36651,80.0,0.07141141742467882,0.2000106615491231,224,224,169,222,0.9729928210318929,0.027007178968107122,0.19696928623708965,0.9682835820895522,0.19824834247360235,7504,7266,36889,36651,0.701,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000249_pre_disaster_91559de1-c4f0-4f4f-b5e9-18f265b2aa8e.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000249_pre_disaster_91559de1-c4f0-4f4f-b5e9-18f265b2aa8e.png,Lynn_Haven_Florida-hurricane-michael_00000249_pre_disaster_91559de1-c4f0-4f4f-b5e9-18f265b2aa8e.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.937442421913147,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,55393,80.0,0.053513135015964525,0.2,224,224,231,255,0.9394116466766694,0.06058835332333056,0.19149313562027742,0.91639079874374,0.19489827234488113,11781,10796,56378,55393,0.696,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000258_pre_disaster_dc0133c0-46fb-4e40-836c-f2e94a7fbd2a.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000258_pre_disaster_dc0133c0-46fb-4e40-836c-f2e94a7fbd2a.png,Lynn_Haven_Florida-hurricane-michael_00000258_pre_disaster_dc0133c0-46fb-4e40-836c-f2e94a7fbd2a.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999792575836182,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,9980,80.0,0.031695351004600546,0.2000397693378405,224,224,107,94,0.9970336548556121,0.002966345144387876,0.20160320641282564,1.0,0.20160320641282564,2012,2012,9980,9980,0.7,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000261_pre_disaster_184f4558-fcf6-46cf-b2d8-d3a885cda599.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000261_pre_disaster_184f4558-fcf6-46cf-b2d8-d3a885cda599.png,Lynn_Haven_Florida-hurricane-michael_00000261_pre_disaster_184f4558-fcf6-46cf-b2d8-d3a885cda599.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999866485595703,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,6,6,False,32656,80.0,0.06177837997674942,0.2000050551005965,224,224,157,252,0.7942721503032969,0.2057278496967031,0.15190664130157017,0.6761026159484392,0.16382900538951495,7913,5350,35219,32656,0.797,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000261_pre_disaster_311952c4-5111-4bee-9bbc-9a716c529cfd.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000261_pre_disaster_311952c4-5111-4bee-9bbc-9a716c529cfd.png,Lynn_Haven_Florida-hurricane-michael_00000261_pre_disaster_311952c4-5111-4bee-9bbc-9a716c529cfd.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.999975323677063,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,7,7,False,37743,80.0,0.0434097170829773,0.20001008369466572,224,224,188,211,0.9390273746272148,0.060972625372785305,0.1913977933696758,0.9248802621628435,0.19442015738017646,7934,7338,38339,37743,0.698,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000263_pre_disaster_3ace3ee2-6959-4612-98a0-b1799b9419f0.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000263_pre_disaster_3ace3ee2-6959-4612-98a0-b1799b9419f0.png,Lynn_Haven_Florida-hurricane-michael_00000263_pre_disaster_3ace3ee2-6959-4612-98a0-b1799b9419f0.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.7015716433525085,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,3900,80.0,0.025844702124595643,0.2,224,224,52,75,1.0,0.0,0.2,1.0,0.2,780,780,3900,3900,0.717,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000268_pre_disaster_14928121-78c3-47e5-8053-e34bf37195b8.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000268_pre_disaster_14928121-78c3-47e5-8053-e34bf37195b8.png,Lynn_Haven_Florida-hurricane-michael_00000268_pre_disaster_14928121-78c3-47e5-8053-e34bf37195b8.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9998370409011841,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,10501,80.0,0.0444313943386078,0.2,224,224,90,118,0.9962517848845194,0.0037482151154806112,0.20146555005709935,0.9967043314500942,0.2015998476335587,2124,2117,10508,10501,0.758,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000269_pre_disaster_4f9c2edc-ba50-4150-85d5-973a691524fc.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000269_pre_disaster_4f9c2edc-ba50-4150-85d5-973a691524fc.png,Lynn_Haven_Florida-hurricane-michael_00000269_pre_disaster_4f9c2edc-ba50-4150-85d5-973a691524fc.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999685287475586,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,16687,80.0,0.04469397738575939,0.20001185255422543,224,224,118,143,0.9893991394187348,0.010600860581265175,0.19801743699988056,0.9825185185185186,0.1987175645712231,3375,3316,16746,16687,0.755,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000271_pre_disaster_c02952e6-f4a2-49fa-bab3-7cb0e4c0f312.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000271_pre_disaster_c02952e6-f4a2-49fa-bab3-7cb0e4c0f312.png,Lynn_Haven_Florida-hurricane-michael_00000271_pre_disaster_c02952e6-f4a2-49fa-bab3-7cb0e4c0f312.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9921464323997498,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,5,5,False,11457,80.0,0.05096017867326738,0.2,224,224,92,125,0.9912483917723234,0.00875160822767664,0.19844934227720185,0.9904347826086957,0.19883040935672514,2300,2278,11479,11457,0.705,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_ccbb320d-6cf9-4aff-b828-3b6ffae9ed90.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_ccbb320d-6cf9-4aff-b828-3b6ffae9ed90.png,Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_ccbb320d-6cf9-4aff-b828-3b6ffae9ed90.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999576807022095,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,8,8,False,17525,80.0,0.07320813834667207,0.2,224,224,118,150,0.982429447234329,0.017570552765670936,0.19748735148655563,0.9813559322033898,0.19823109843081313,3540,3474,17591,17525,0.763,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_6679ddec-30b2-4e6a-a68c-7668361188f1.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_6679ddec-30b2-4e6a-a68c-7668361188f1.png,Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_6679ddec-30b2-4e6a-a68c-7668361188f1.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9999918937683105,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,2,2,False,10427,80.0,0.11883983761072159,0.20005175983436854,224,224,161,72,0.9391936899272952,0.06080631007270472,0.20964221315364906,0.9525657611039241,0.21185384098973817,2319,2209,10537,10427,0.741,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_736712fe-caed-47c6-8bba-f2b229eb0072.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_736712fe-caed-47c6-8bba-f2b229eb0072.png,Lynn_Haven_Florida-hurricane-michael_00000272_pre_disaster_736712fe-caed-47c6-8bba-f2b229eb0072.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.635546863079071,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,24905,80.0,0.08822258561849594,0.20003819709702061,224,224,238,110,0.9569518710486601,0.043048128951339894,0.20011148272017837,0.9597097574947488,0.20180686609114637,5237,5026,25116,24905,0.746,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000275_pre_disaster_9d7cf18b-065f-4871-a485-a2c0104cb304.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000275_pre_disaster_9d7cf18b-065f-4871-a485-a2c0104cb304.png,Lynn_Haven_Florida-hurricane-michael_00000275_pre_disaster_9d7cf18b-065f-4871-a485-a2c0104cb304.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9945184588432312,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,10,10,False,12499,80.0,0.061455980688333516,0.2,224,224,93,135,0.9904896177324415,0.009510382267558518,0.19859458596183024,0.9904420549581839,0.19897591807344586,2511,2487,12523,12499,0.719,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000295_pre_disaster_52c9af01-09f3-48ce-a599-8c7b14e1e36c.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000295_pre_disaster_52c9af01-09f3-48ce-a599-8c7b14e1e36c.png,Lynn_Haven_Florida-hurricane-michael_00000295_pre_disaster_52c9af01-09f3-48ce-a599-8c7b14e1e36c.png,holdout,transformer_explainability,Lynn Haven Florida,6,MetalSheetMaterials,0.9744240641593933,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,537,80.0,0.020014890283346177,0.2,224,224,60,58,0.1501741220706295,0.8498258779293705,0.13850415512465375,0.21551724137931033,0.27932960893854747,696,150,1083,537,1.256,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000301_pre_disaster_137f625b-9163-440d-a594-d8d08ed1dd54.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000301_pre_disaster_137f625b-9163-440d-a594-d8d08ed1dd54.png,Lynn_Haven_Florida-hurricane-michael_00000301_pre_disaster_137f625b-9163-440d-a594-d8d08ed1dd54.png,holdout,transformer_explainability,Lynn Haven Florida,10,AmorphousAsphalt,0.6273744106292725,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,9,9,False,10398,80.0,0.052975220978260046,0.20003845044698645,224,224,103,101,0.9999284677326011,7.153226739884992e-05,0.20013464127716868,1.0,0.20013464127716868,2081,2081,10398,10398,0.683,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000302_pre_disaster_8ed4e5fa-feb3-4175-9840-b2cef0ff6181.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000302_pre_disaster_8ed4e5fa-feb3-4175-9840-b2cef0ff6181.png,Lynn_Haven_Florida-hurricane-michael_00000302_pre_disaster_8ed4e5fa-feb3-4175-9840-b2cef0ff6181.png,holdout,transformer_explainability,Lynn Haven Florida,9,AmorphousConcrete,0.6988236308097839,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,1,1,False,16832,80.0,0.08899883627891542,0.20002344253648244,224,224,113,151,0.9890651045063862,0.010934895493613822,0.1993483412322275,0.9859361265748608,0.19991682509505704,3413,3365,16880,16832,0.758,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000435_pre_disaster_f745f04d-ff0d-44de-8cc9-de875f84a7e1.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000435_pre_disaster_f745f04d-ff0d-44de-8cc9-de875f84a7e1.png,Lynn_Haven_Florida-hurricane-michael_00000435_pre_disaster_f745f04d-ff0d-44de-8cc9-de875f84a7e1.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999786615371704,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,3,3,False,91937,80.0,0.07466427981853485,0.20001443179943923,224,224,282,344,0.9505919250981616,0.04940807490183837,0.19482749369533722,0.935680049476885,0.19747218203769973,19403,18155,93185,91937,0.749,success
AmorphousMembrane__Lynn_Haven_Florida-hurricane-michael_00000435_pre_disaster_52b0e491-f0c8-4f3d-93ae-bd0059d29bcf.png,/scratch/yd3288/RoofNet-xAI/RoofNet-Images/AmorphousMembrane/Lynn_Haven_Florida-hurricane-michael_00000435_pre_disaster_52b0e491-f0c8-4f3d-93ae-bd0059d29bcf.png,Lynn_Haven_Florida-hurricane-michael_00000435_pre_disaster_52b0e491-f0c8-4f3d-93ae-bd0059d29bcf.png,holdout,transformer_explainability,Lynn Haven Florida,11,AmorphousMembrane,0.9999412298202515,IDEA-Research/grounding-dino-base,facebook/sam-vit-huge,building . rooftop . roof,0.2,0.15,4,4,False,28486,80.0,0.03192549049854279,0.2,224,224,166,190,0.7922195339600483,0.20778046603995168,0.17690434312001083,0.8291058972733037,0.1835989608930703,6308,5230,29564,28486,0.695,success
